-2,34,-14,-6,1,26,-103,39
-13,-14,17,13,-6,40,-7,9
4,18,19,9,10,23,-24,5
0,-95,-29,-4,0,13,11,-35
-6,102,9,0,-6,-126,-108,-72
-5,-61,-35,-9,-10,56,37,80
-4,-50,31,3,8,81,78,3
5,52,12,0,-13,-17,29,-31
-28,-42,1,-8,12,-36,-98,-51
17,16,0,-3,0,48,74,33
-10,12,10,4,6,23,69,-47
2,-4,-22,-7,-4,-4,-115,-15
-7,-116,23,8,16,8,127,1
8,124,-10,-7,-6,-13,-76,-79
-7,-15,14,0,-7,31,97,7
1,-21,-15,8,16,11,59,45
7,21,-3,-8,-19,36,-54,11
-14,-87,29,-2,-13,53,-3,-29
4,36,-43,-5,17,-7,-25,6
6,124,32,-7,-23,-73,-78,-67
-1,-34,-14,4,11,29,25,42
-8,-40,-25,-9,-24,-88,-87,-28
4,38,-2,5,9,65,127,23
3,-46,18,7,7,60,27,-16
2,-6,-21,2,7,65,49,86
6,29,9,-6,-8,-15,-23,-24
3,-4,-2,13,-7,-34,45,25
-12,26,-3,-4,-1,9,-74,15
-5,-27,-12,-3,-9,-56,63,-29
11,61,12,8,2,2,7,95
-19,-63,-27,-8,-17,-56,-70,23
5,-36,40,-7,4,-22,15,25
0,-17,-2,7,-1,-19,64,-61
-1,11,-13,5,18,17,-17,-18
-7,-16,22,1,-7,21,12,0
-12,3,-22,-5,-7,28,-37,-70
12,-16,-7,-9,-10,-38,26,-9
-15,-20,1,-2,-4,48,-5,-47
4,40,25,7,4,127,10,-70
-7,-101,-31,-3,3,10,85,55
9,41,-38,-8,2,-4,-31,13
19,41,2,13,2,20,28,50
-1,25,32,3,22,-20,6,-62
-14,-52,-41,-18,-13,-40,-24,-59
11,87,3,0,-7,38,-77,25
-12,-5,43,9,7,-18,127,42
19,-46,-25,-5,6,-41,-122,-5
-5,36,12,2,-10,-5,-13,33
0,3,5,1,7,41,-21,47
-11,14,-54,-11,24,-23,-58,-81
-4,-67,41,-8,0,92,-128,-55
15,1,-12,1,-2,-4,5,14
-7,-40,35,6,-20,-18,56,88
-9,34,2,-7,24,-42,-85,-111
-4,-57,-45,-8,-23,-15,0,81
-5,23,-7,-4,9,48,-72,-41
-8,-28,24,-3,25,6,-105,-9
14,10,2,4,-15,-31,127,59
3,18,-8,-3,0,-12,-72,115
-12,16,-21,7,3,43,127,-20
3,-18,23,-2,-10,5,64,-9
5,45,56,7,2,12,6,-29
-8,60,13,0,9,-43,50,-41
2,-85,-3,0,-13,58,-34,21
-7,43,-44,-11,-4,-76,12,-41
-11,-76,-40,-19,-20,-23,-69,-53
4,29,15,4,-20,-18,66,70
7,-1,8,-1,16,4,-14,-29
3,-12,22,4,-11,2,3,-55
0,-24,-27,-5,-2,3,-81,17
-3,0,10,1,6,-29,-1,-89
-5,28,8,-12,-2,23,1,21
5,44,-20,-3,-29,-88,10,4
7,-44,4,7,14,42,75,6
2,15,-32,-5,-3,26,7,-33
-11,80,24,5,8,-5,43,-19
6,56,-5,8,1,-30,97,-53
3,-58,6,-12,4,-42,-67,-52
-11,5,-12,-1,-22,-46,35,41
-5,16,4,2,5,18,32,8
-17,-90,-10,-12,7,52,-79,-59
-6,40,16,12,8,30,-21,6
13,-7,1,-5,-16,-43,26,1
4,7,0,-2,-5,-25,-64,-38
7,-19,-14,6,12,21,36,49
12,-42,-15,-10,-45,-47,-19,18
-16,-29,-13,1,20,-32,-59,8
4,4,27,3,4,14,58,-1
-7,-47,-12,4,-4,-9,21,-38
10,34,-22,-2,1,19,-5,45
-13,-61,2,2,9,19,26,11
-10,16,-17,-11,-5,-95,-91,-22
2,-3,35,5,-38,48,-59,116
-19,-58,-28,3,9,-3,75,16
14,30,8,4,16,32,45,-6
10,-36,-45,-13,-36,-76,30,10
-3,-14,2,-8,14,54,-69,-30
-1,-45,17,7,13,-73,51,28
-12,21,-6,-13,-20,-26,-80,-36
2,14,21,10,15,9,15,7
1,19,-9,-1,6,3,-2,-14
0,-15,-15,-4,-26,-62,85,32
-8,-35,14,10,11,37,9,-9
6,33,13,2,-4,46,6,-5
-10,-28,-8,-8,1,42,-25,6
-11,7,-1,2,8,53,11,-4
2,-54,40,-3,4,27,11,-20
2,-12,-29,1,-7,33,-28,12
0,3,3,-2,10,-20,82,-43
-3,-64,-32,-7,-7,5,46,67
19,72,31,-1,12,91,-7,-16
-5,-47,-23,-5,-20,38,-64,-73
0,9,14,-4,3,37,-32,-8
-11,-25,24,3,-5,5,17,-41
-8,37,-18,0,-8,-22,-29,9
0,-29,23,12,19,8,81,27
0,25,21,1,-1,-23,-34,-25
6,14,8,-1,-2,18,-15,-22
-7,-44,-26,1,-2,41,31,-4
-6,12,-14,-1,0,3,45,-18
19,10,27,5,10,51,-44,-6
2,25,9,-5,5,22,-99,16
3,-4,-24,1,3,-42,51,-3
14,-5,0,-3,-7,-55,25,7
-34,-55,17,2,8,20,-48,-9
6,36,8,0,-6,41,72,-52
18,-2,-25,6,1,31,67,68
-14,45,10,-2,-3,84,-36,26
7,16,19,4,-4,-43,54,63
-10,-55,2,-6,6,-6,-28,-48
-9,21,-3,-7,-7,-7,37,-72
-21,-77,-36,-1,2,-91,-21,17
-2,-28,-18,-11,-1,67,-52,-13
-10,12,16,-1,0,-30,-66,-9
-14,-30,-17,-6,4,-25,107,-28
34,-51,8,1,1,-45,42,76
-9,94,-16,4,-10,22,53,-21
2,35,30,5,-2,-69,52,15
-8,-31,-25,-11,-20,9,0,-35
-1,-7,13,7,24,67,-99,-42
-2,-67,-8,-5,-13,-128,117,-13
7,-19,-34,-10,6,6,-116,4
17,0,38,10,10,-31,-15,-82
-24,-40,-4,-6,4,-47,-58,-91
3,-43,-51,-4,-2,47,45,2
-4,-22,-1,2,4,4,29,-32
-1,62,-1,2,-1,-23,-22,3
-18,-43,-28,-1,-20,42,114,9
22,77,19,-5,5,-16,-127,32
-28,-1,33,-1,0,-17,1,-68
11,86,-39,7,2,3,-11,47
2,-12,31,-5,-2,11,58,3
1,-10,-16,-7,-7,34,2,-8
1,-7,-37,-5,-6,2,38,-29
6,-27,41,3,-15,-18,27,18
-4,85,11,5,13,-69,42,-42
-14,-79,-16,-14,-17,-57,62,-13
11,64,39,10,18,-45,12,26
2,-25,-20,-9,-5,48,-35,30
0,-31,9,1,-12,1,-29,-5
5,-15,7,0,10,56,-9,14
-9,-8,-34,1,6,56,-12,-2
-12,-8,15,4,0,-21,10,41
10,24,-9,-7,-6,21,-79,25
0,-36,-10,2,1,-79,45,45
10,49,-9,-11,-5,-18,-102,13
-9,-43,0,-1,1,26,-53,-8
7,57,-14,-2,11,39,-80,-9
-2,-15,-3,7,2,65,-59,-21
3,-45,6,-5,-2,-4,59,26
0,46,0,-2,-6,0,5,-10
4,23,37,6,-4,26,-17,27
10,78,28,7,7,-25,47,37
-9,-54,-31,-5,-22,41,-14,1
0,34,-2,-5,3,2,59,-42
-7,-39,-21,-6,-5,2,98,27
1,27,1,4,0,2,-10,-3
6,-12,28,-6,-16,-30,27,28
-3,-36,-20,-8,14,33,-33,11
5,13,6,5,9,14,-21,-32
-18,-64,-22,-5,0,38,-18,-38
9,4,-3,2,6,9,35,10
4,56,18,-3,-3,6,-123,-5
0,-4,-4,-2,15,6,41,34
0,9,11,2,-28,-46,-18,-38
-5,3,-5,2,3,-7,3,13
-3,-17,5,-2,9,12,34,-6
-11,-16,-9,-9,-26,-128,-1,-10
-2,19,-11,-1,0,-26,-22,12
-1,0,20,5,7,53,11,-6
-7,-23,-10,-2,6,-10,-29,-6
-3,3,5,-2,-31,-60,-41,11
0,-45,-4,-2,12,26,58,2
-3,81,13,6,2,46,-9,-5
3,-15,-14,2,15,38,-47,20
7,6,12,4,-1,90,55,33
-16,-58,-19,-4,1,-85,12,-65
-6,-42,50,-1,5,-37,23,-88
4,0,-8,-4,-24,-106,0,-33
5,101,12,5,20,19,-14,-56
2,-97,-30,-9,-25,-42,35,-15
7,75,-1,-2,3,5,25,60
-11,-54,-3,-5,1,8,42,-22
0,-14,2,0,16,30,-99,34
3,71,12,8,11,22,14,-68
1,-54,-25,-5,-7,24,37,10
-1,-22,4,-4,5,-18,-36,6
2,-9,-10,-1,1,-17,17,8
0,35,-8,-1,1,43,-37,25
-1,-27,-13,6,11,13,22,-1
7,21,12,5,-13,-43,-18,28
-8,-41,-10,-4,-6,10,48,-10
-7,7,12,-8,-13,-3,22,26
-3,-8,-26,-6,2,-51,-56,2
9,-46,-3,-7,-32,-74,-64,7
-3,-22,8,-1,5,8,53,-9
3,24,-12,-4,2,-11,-53,35
-4,15,14,5,5,7,-10,32
-4,19,-5,-4,-30,8,-4,46
6,-20,3,4,5,86,-37,8
0,-4,5,7,13,87,7,39
-10,15,-23,-9,-12,-11,15,-11
8,-90,-11,1,15,-22,2,28
6,53,-2,-4,2,-10,-1,-2
-1,23,16,-3,-10,-28,-12,18
0,-29,-1,0,15,35,-87,-2
-1,41,-9,-1,-15,-50,78,8
-9,-45,-12,-5,0,-30,4,-77
0,12,-2,1,2,73,-2,35
-6,-78,-17,-5,-15,-64,-68,-30
-5,55,28,2,17,35,53,-45
-4,-34,-17,-6,-8,36,-83,-57
-7,16,1,-6,-10,-80,9,-13
14,40,19,6,12,31,109,22
-11,-14,-11,-4,-3,11,-74,-29
8,5,9,6,-6,-27,55,96
-1,-2,4,1,6,23,8,-13
-6,-8,-21,0,-1,1,84,18
-1,-2,13,-3,15,22,-17,-4
-1,27,7,0,-6,-36,-18,-48
-7,-72,-18,-7,-3,-27,-12,40
1,-26,-15,-2,-6,-70,-8,14
-1,22,16,-1,3,66,55,-59
-12,-44,-18,-10,-13,3,10,3
1,14,19,-2,11,-80,-7,14
-3,7,-20,-6,-15,81,-91,-29
-3,-79,-2,9,1,43,87,72
5,64,29,1,-5,-31,11,34
6,-5,-7,-4,1,-15,22,-69
-2,12,5,2,-7,-57,42,58
-2,-22,-3,0,7,62,-16,2
9,-33,-7,-2,-7,-94,-26,2
1,33,8,2,5,82,-24,20
-4,13,3,3,7,52,18,-42
3,26,-4,-3,-5,-40,-28,-36
2,-20,-13,0,0,64,47,43
-3,36,7,-5,-6,-29,-98,-7
1,-19,-14,-2,-11,78,-83,-7
-3,34,8,0,10,-57,19,19
-4,3,-1,2,2,50,31,-34
-3,-3,-1,3,-3,-34,-14,73
1,-11,-6,0,-4,-14,57,-11
0,45,-5,0,-8,-10,-4,-22
-6,-22,20,1,-2,0,-11,12
-8,6,-44,-2,-1,25,93,-32
0,25,22,-2,-13,-29,-53,18
-11,-30,8,0,6,37,-11,-79
-1,29,7,1,5,5,71,12
5,18,-10,0,-2,-42,70,-40
-8,26,19,-2,5,-12,10,-25
4,-88,-29,3,-7,62,-2,32
-1,25,19,-7,7,-27,-60,-14
5,-60,-9,-7,-9,-12,43,6
1,20,-8,-3,-5,-80,63,-40
6,-2,3,-6,-13,26,-63,76
-7,49,-28,1,0,-64,16,-45
8,-46,29,-2,14,54,-128,-7
-7,-13,-8,-3,2,-45,-14,-61
-8,24,-2,-6,-17,4,55,-41
-1,-40,-7,1,-2,32,-9,18
0,46,6,-1,5,21,32,-16
5,21,-2,-1,1,21,-54,3
0,37,13,3,7,-4,-47,-19
-1,-36,-37,-5,-4,2,16,0
4,-4,26,7,-9,-6,24,-24
1,-6,-15,1,-7,50,65,43
-10,-15,-4,-5,6,-26,60,14
3,-35,-15,-4,-2,4,-26,0
-7,55,7,9,5,-18,-39,-65
1,-18,16,2,-13,-44,115,-37
5,-23,-6,-6,-3,4,-47,76
4,63,-1,-1,-3,-44,-37,20
3,-2,18,-7,3,0,-31,0
-8,-26,-4,0,-9,3,37,0
-1,-20,-13,-6,3,-32,-68,-40
-4,-43,13,-4,6,88,-44,-5
5,14,7,2,5,-75,28,6
-4,-22,-9,-3,-4,39,-89,33
12,71,4,5,-1,-2,63,21
0,-35,-6,-4,5,-70,-57,-10
0,61,3,6,-15,7,-19,7
-5,6,-3,0,17,54,2,78
1,-28,-9,-1,-18,-55,-46,-48
1,12,25,4,3,11,66,-12
-7,-21,-4,-7,-16,-23,-37,-11
4,-8,4,-4,7,24,-66,-17
2,1,-5,1,-8,58,3,-2
-3,47,0,0,-12,-11,22,2
-12,-37,-1,1,14,47,29,6
-1,-8,-36,-5,-9,-27,12,-3
-4,8,33,0,15,-10,-65,-52
-13,-36,-17,-3,0,-5,-28,-14
-8,1,-1,-1,3,66,25,-16
6,-20,-3,1,4,-34,97,2
-9,12,-1,-3,11,61,-17,-8
1,-6,2,-6,-23,-78,6,-65
-4,0,3,-4,-6,-6,-58,-11
4,-21,2,-1,4,-12,-128,4
3,-15,1,1,7,31,60,8
8,61,6,4,2,85,43,8
-6,-27,-10,-5,6,43,-75,-34
-8,1,2,-7,-13,-82,63,-71
-2,-10,-18,-3,-2,-32,-60,-3
-7,-5,11,1,3,6,52,-34
8,-45,-27,4,2,-20,114,65
-1,47,19,-3,-4,30,-65,-5
-2,1,-19,-8,1,-11,11,3
1,-32,19,1,-1,5,-4,24
3,-1,-16,3,3,-14,95,-13
-4,-42,-5,-1,-2,46,-23,63
-10,6,6,3,-1,3,98,-34
11,11,-7,1,5,-1,-44,63
3,25,22,-8,-16,-64,-21,31
9,5,7,2,2,-53,-16,12
0,8,5,-4,-4,-33,-22,-5
-11,-43,-18,1,8,-33,53,-71
-5,30,-1,-1,15,82,-95,-23
1,-26,-14,-2,-1,-56,70,-3
-1,31,22,-1,-7,11,100,31
-3,-44,-12,-2,1,21,-26,5
-7,4,-19,-3,-13,-86,106,-72
-1,-14,0,-5,6,38,-13,-17
-9,18,-5,5,-1,-17,101,-11
1,7,-1,-4,-12,10,-82,19
-1,-71,-6,-2,5,56,71,-2
-1,20,0,-2,-4,-26,103,-9
2,-1,-3,4,12,16,-18,2
-1,1,1,-1,-4,26,-2,30
-6,9,-11,-7,-13,-39,9,-8
4,32,11,2,6,71,-45,40
8,0,-6,3,-1,-17,36,26
-9,-19,-7,-2,1,-19,-63,-44
-1,0,4,1,2,52,2,16
2,19,0,5,-5,-47,64,-18
-7,-73,-8,-6,-8,-26,0,-42
-1,31,-1,0,-2,-43,-15,48
-8,-5,-11,-9,-6,38,-15,4
-3,11,-4,1,-2,-9,18,-19
0,0,12,-2,-3,17,-65,-14
1,9,10,5,-6,-44,2,48
3,20,3,2,5,6,14,-34
-4,-16,-25,0,-5,15,42,12
-7,-10,7,-4,1,-17,-31,-19
-1,22,2,-1,-2,15,127,-1
8,-15,2,-1,14,43,-128,27
-1,-10,-4,-4,-16,-15,-67,24
1,-5,5,1,1,8,0,27
2,-17,15,1,-2,30,2,-13
-1,-27,-4,0,6,-3,-15,11
-4,32,0,-6,0,-29,-88,-62
15,25,-7,7,-1,16,42,102
-8,-20,-17,-3,-5,-8,87,-30
7,-23,27,8,2,-29,55,52
8,12,-3,-7,-4,-3,-54,-11
4,5,-15,4,-1,-37,19,14
1,9,6,3,12,32,30,-35
-1,11,-1,-1,-14,-34,-2,43
0,-20,6,-1,11,33,98,36
0,28,18,1,2,62,-76,26
3,-35,-35,-9,-7,-19,13,2
-7,37,-15,1,7,-6,-21,-21
-13,-17,22,-4,1,64,-75,-20
-7,11,-14,-1,-7,-42,-9,-12
0,0,13,-3,-2,22,49,-41
6,-2,-4,-8,-3,-18,-106,8
1,-34,-2,1,5,-2,96,10
-6,11,-1,1,6,3,61,-37
-5,-54,-14,-5,-1,-14,-18,18
1,35,6,-1,-2,-48,76,-44
-4,10,-3,3,13,71,-47,-58
15,-37,-6,-9,-11,-36,-30,-1
-6,5,-4,-4,-5,-2,55,-68
-3,-1,-2,-4,2,8,-19,20
-4,-3,6,3,9,16,-15,11
-6,11,-1,2,-9,-45,48,-4
-7,-25,-4,0,-2,6,43,8
-2,1,39,1,-5,-31,39,-31
4,26,0,-6,-19,-39,-119,25
-4,-23,-18,-5,-1,-42,15,1
1,3,11,0,1,-23,-51,-53
-5,30,0,1,-5,14,-15,9
1,-17,-4,-3,6,-60,32,-72
-5,-38,-13,-7,3,59,-6,14
-3,24,-6,-3,-2,55,-100,4
-2,-9,-5,-2,7,79,-54,-42
-6,0,21,4,-4,3,19,3
-9,31,-15,4,-5,8,55,-33
6,-5,5,0,11,-17,40,81
3,7,-9,-7,-4,-52,-11,-12
0,-65,-12,1,0,-36,41,12
3,32,13,-8,-3,10,2,-53
4,47,9,3,-4,-14,-27,26
-7,-43,-21,1,3,13,77,48
4,13,-6,-1,-4,-31,16,-17
3,21,47,10,1,6,-46,90
0,2,-7,-6,-6,45,-31,0
-1,5,-15,5,1,24,-40,-15
-7,8,-16,-1,1,-3,20,36
-8,-34,-37,-7,-5,5,-23,-72
5,15,30,-1,6,39,-33,2
-5,1,-2,5,-7,-26,101,20
6,13,-1,-1,-1,29,-55,-8
-1,-5,-4,-6,10,-15,-36,-1
-3,-17,-5,4,2,-50,100,8
-2,10,-13,-1,-8,16,-62,57
-10,-4,-1,-3,-4,27,-18,-91
10,6,12,1,-5,-20,-21,89
-1,-14,-5,-6,-3,-18,10,-31
7,-11,0,1,5,24,1,7
-5,10,-12,-2,0,-17,9,-8
-3,-19,19,2,4,7,-56,-21
-3,-66,-14,4,-6,0,1,33
3,73,30,7,-5,-45,-25,-10
0,-11,-12,-7,-3,-17,-13,32
-2,-6,-6,1,-3,16,77,-36
2,-8,-16,-2,11,23,-24,14
-2,-32,7,-4,-8,26,11,-38
6,30,14,7,12,-29,-28,65
-6,-7,-16,-7,1,-4,-16,-47
-6,26,16,2,-8,32,-1,-45
4,-18,-11,-3,1,20,41,-14
-7,10,-12,1,-1,3,61,-93
-4,-23,-15,-10,-9,-49,-6,-3
9,22,20,1,6,20,-22,7
4,-15,-8,-2,0,-5,63,-44
-6,-24,10,-7,-14,-18,-42,41
-3,-4,-26,-2,-7,-18,-31,-24
3,-22,22,9,10,28,55,29
0,82,-3,-10,-5,-18,-102,-46
5,-30,-5,-2,-9,-24,16,45
-9,6,24,3,14,38,16,-67
-9,10,-21,-6,-15,-53,-58,74
-2,-36,-3,2,9,32,25,54
8,24,-30,-1,-3,-19,-27,34
5,5,54,-1,-4,-2,-9,20
1,-12,-25,-3,1,2,4,-26
-6,40,22,2,-9,22,-11,15
1,-12,0,1,6,-37,40,-27
-5,-21,-14,-3,3,28,-20,11
1,7,-8,-3,-5,-16,-16,-26
9,-43,-12,0,-6,4,24,15
-2,-28,1,0,3,3,15,30
2,19,5,0,3,33,-44,-5
-4,10,18,1,3,-27,-30,-20
-6,-18,-30,-1,4,16,52,7
3,26,-4,2,-10,-23,40,55
-1,-50,5,-1,2,13,4,9
5,57,-2,-3,-3,30,-7,6
-7,-27,-6,3,-3,-72,95,-6
-8,-3,25,-2,0,26,-55,-55
2,-8,-13,0,0,14,-12,-7
-2,1,-17,-4,-16,9,-10,-23
-3,-8,22,1,5,13,-37,76
-4,10,7,-4,11,66,-24,-16
3,17,2,4,-6,-36,31,-32
-4,-4,4,1,7,34,-21,6
-1,-24,-11,-4,-3,-19,-46,-15
2,7,3,2,9,38,71,72
-16,-1,1,-3,-15,13,-102,32
-3,7,5,0,-2,-33,35,-9
1,-17,4,-6,0,-10,2,-2
-2,7,10,3,-5,47,-32,-29
-8,34,-27,-1,4,-17,111,-4
-8,-28,5,-1,-4,-29,-73,-20
-7,-44,-2,-2,-11,-35,-27,51
-3,41,12,-1,7,-15,71,-48
8,14,12,5,-3,-55,93,56
-4,-5,-17,-16,-13,1,-61,-43
-3,-58,-31,-4,4,17,54,-57
4,26,6,-2,3,-3,-34,-11
-1,-33,-25,-5,-14,7,-32,-8
-3,13,18,1,2,-24,16,-37
-7,30,11,2,1,-2,68,4
1,-27,-12,-7,-9,-7,-18,4
2,10,-15,-4,3,0,-81,-31
3,-2,21,11,4,22,51,-3
-4,20,-18,-3,5,28,-44,-37
-5,-17,4,-2,-8,-71,31,-31
5,5,-10,-4,2,76,-105,22
-1,-3,2,-3,-2,-9,48,22
-4,-21,-13,-2,-2,-34,-60,-1
10,43,24,6,6,-17,22,17
0,-4,-2,3,0,14,-5,49
-4,9,-9,4,-6,-13,108,-8
5,3,8,-5,-3,-1,-128,-44
0,-13,-17,1,1,72,-44,37
3,-7,26,0,-11,-41,63,-37
-4,-1,-17,-10,8,27,-58,3
4,17,0,-1,-2,-5,42,13
-8,-23,-27,0,-7,21,-17,-8
-4,1,4,5,10,39,64,-30
-1,-9,-4,2,4,0,44,22
-2,19,9,-1,-1,34,-73,-57
-15,9,-17,-10,5,-20,37,-50
3,-29,-37,-11,-15,-75,12,21
-8,-15,27,-2,2,-3,35,-69
18,12,-3,0,1,-27,22,-11
-9,-22,-1,-3,-4,-3,-2,-57
2,27,6,-2,6,1,-35,31
12,-29,-11,3,-4,17,27,63
-5,22,16,0,5,6,-6,-12
5,-33,-1,0,-1,4,3,5
5,28,18,1,9,-23,9,-4
1,83,-11,3,0,24,-18,16
