-22,-45,-11,-13,5,17,37,80,-54,-5
4,15,24,14,18,40,60,59,75,-2
18,9,11,16,4,-6,-36,22,-31,-3
23,31,47,41,11,-3,-21,0,41,46
20,-2,45,13,3,-21,-92,-117,-185,76
3,7,17,5,-1,4,-33,-107,-34,64
-12,-18,-41,-31,-31,-16,-25,-11,13,36
-20,19,-37,-9,-22,9,49,58,251,-25
-14,-9,-53,-34,-33,-5,68,92,71,-41
-7,9,-33,-12,8,23,157,93,154,-16
-13,-24,-65,-17,4,14,78,52,-33,-17
-20,-22,-40,-37,-3,14,37,-24,-19,-20
9,-18,-7,-17,1,-24,-73,-59,-195,-2
44,53,48,56,33,12,-56,-31,87,13
25,13,22,22,3,-30,-139,-40,-40,10
0,24,35,29,-6,-16,-98,-12,61,12
-14,-30,12,-13,-19,-19,-26,22,-69,-6
-19,-4,34,-15,-2,16,70,27,59,-21
-24,-52,12,-24,-4,-8,34,-9,-197,-16
-26,-23,5,-4,7,16,55,-34,-118,0
-12,-3,-19,-20,-4,-2,8,8,-105,29
2,31,10,26,5,10,23,31,74,30
19,12,-6,10,-4,-32,-98,-6,9,-13
46,53,25,40,13,-22,-64,11,132,3
51,18,21,32,16,-26,-74,8,-52,16
13,0,10,18,23,17,36,-23,-42,10
-6,-16,-29,-24,1,0,8,-31,12,-24
1,8,3,4,7,17,43,-17,114,14
10,-13,-18,-21,-26,-25,-5,9,-4,55
12,23,-18,-21,-46,-21,-28,3,285,13
13,4,-8,-12,-20,-23,-77,-9,66,-28
15,24,26,32,33,32,30,21,15,-37
0,-16,4,5,16,19,40,53,-237,-43
-23,9,2,0,-2,18,75,56,4,-41
-48,-21,-36,-41,-26,3,88,124,-17,-68
-54,-26,-27,-20,-4,48,152,170,37,-53
-45,-78,-50,-37,-30,-9,35,90,-164,-18
-21,-28,-7,-3,-13,-1,13,-46,-114,29
18,-3,12,-2,14,-14,-129,-181,-152,73
56,68,48,44,67,42,-175,-287,190,66
73,50,46,39,61,30,-175,-294,209,53
37,42,40,21,22,15,-48,-112,285,11
0,-28,-20,-44,-17,-39,-39,119,-21,-43
3,-9,-3,-19,-18,-27,-15,295,-29,-30
-1,-37,3,-11,-24,-33,23,338,-205,33
-31,-6,16,21,-15,11,214,179,-84,30
-46,0,-6,-5,-8,-1,245,-53,-50,-25
-66,24,-12,-1,12,13,65,-275,240,-37
-42,2,-22,0,1,-17,-250,-439,43,-30
14,50,28,37,24,18,-167,-280,23,0
29,5,-4,-16,6,3,-20,41,-237,28
31,29,10,-27,-5,12,94,214,-75,36
31,-10,4,-46,-14,-3,83,202,-113,20
-11,-28,-4,-23,-8,9,71,51,15,-3
-55,-78,-42,-25,-40,-38,-103,-33,-104,-34
-47,-55,-10,60,-13,-4,-36,22,126,-52
6,-57,-41,99,-5,-29,-51,60,113,-47
45,-22,-40,57,4,-7,-8,68,120,11
12,-41,-63,-76,-24,-41,-111,39,-122,26
-27,-26,-43,-45,-9,4,46,153,-146,6
-26,-10,-60,-34,-5,9,200,168,-208,-10
1,67,-23,-19,-1,-1,215,87,-20,-24
44,113,23,-40,-29,-66,8,-4,-85,-37
85,134,119,5,1,-33,-155,-150,112,14
76,51,161,26,40,-13,-254,-272,2,43
18,59,208,100,90,71,-67,-264,81,45
-34,-19,90,62,61,102,48,-179,-105,10
-2,-39,-77,21,42,116,245,-43,31,21
4,-60,-137,-12,19,35,170,163,-32,39
-29,-9,-38,0,3,16,65,190,98,14
-40,-42,-25,-40,-40,-54,-40,19,-41,-30
-55,-50,-12,-39,-28,-41,88,-41,61,-43
-24,-16,-15,-30,-2,-38,0,-39,52,-1
43,73,26,20,8,-33,-189,1,362,31
45,19,-1,-13,-23,-60,-228,90,169,5
78,18,1,-23,-15,2,59,50,138,0
45,-9,-15,-55,-11,-4,125,-59,-117,-28
-27,19,14,-2,15,7,31,-54,-25,-37
-52,-19,-6,14,-2,-25,-168,7,-180,-27
-58,-22,5,24,0,-2,-111,64,-26,1
0,-41,12,-1,-5,-40,-134,81,-86,69
54,-1,52,22,-5,-47,-141,33,110,83
26,-28,25,-2,-27,-52,-74,-66,8,-8
-2,5,17,12,-23,6,82,-89,65,-31
23,5,-52,-19,-29,20,53,-79,-84,-41
3,59,-30,6,-7,60,106,-40,55,-36
12,76,8,12,19,39,61,15,31,-37
18,71,47,40,31,38,88,62,43,11
3,-6,27,27,12,13,41,1,-136,43
5,9,32,30,25,24,9,-86,125,4
-14,-30,-8,-4,16,5,-14,60,40,-21
-35,-13,-6,0,20,35,42,164,109,-16
-30,-24,-3,-27,1,-4,-45,49,-152,-30
-42,-30,0,-11,0,13,12,-40,-221,-25
-57,-54,-44,-41,-30,-10,22,-39,-212,-18
-7,26,-7,-16,-15,9,42,-8,191,9
33,22,-17,-17,-30,-38,-1,22,121,0
61,18,-27,3,-29,-28,67,66,121,3
44,-31,-63,-55,-36,-19,11,46,-151,-5
-43,-34,-25,-6,0,36,79,76,-205,-25
-66,-32,-19,55,11,40,3,16,-212,-21
0,27,29,128,51,55,-78,-32,59,35
59,28,35,75,59,-9,-190,-88,-15,49
34,19,11,-31,17,-13,-46,-87,55,16
14,-5,-11,-53,-23,-16,36,-9,-97,6
-12,-5,12,-17,-11,11,111,37,104,21
-66,-62,-28,-53,-40,-25,-16,57,8,-1
-52,-16,-10,-25,-29,0,1,71,126,-31
-20,-1,-14,-30,-7,-7,-16,35,145,-46
11,32,8,0,36,28,39,-10,310,-12
31,22,17,15,37,13,-12,8,85,50
34,37,52,53,40,27,4,24,79,59
8,-3,26,18,15,-4,39,6,-213,12
-24,12,6,-3,6,9,109,13,-19,-36
-48,-41,-46,-61,-29,-44,-14,-16,-35,-64
-58,-32,-35,-42,-43,-64,-117,-198,15,-53
-23,-26,5,-15,-30,-54,-240,-281,-173,-26
20,52,70,38,19,19,-116,-145,-36,28
36,25,38,22,34,34,9,-98,-67,52
68,-11,-12,8,10,37,135,-56,107,65
70,-104,-79,-57,-58,-27,31,10,-148,32
-5,-64,-66,-22,-36,-13,23,151,-87,10
-56,-30,-69,-14,-31,-21,-11,281,-123,-10
-49,25,-14,25,-2,19,79,264,51,-6
-12,19,-1,10,11,7,27,171,-17,10
36,70,60,58,60,51,85,6,154,45
45,47,65,39,66,54,65,-114,76,35
20,43,28,22,43,59,42,-185,223,-14
9,-6,-7,-21,-4,13,-45,-137,24,-14
7,12,23,18,5,18,35,-28,67,21
-10,-24,3,3,0,-26,32,65,-103,11
-28,-14,-14,-21,-35,-47,-37,45,51,-17
-27,-28,-46,-50,-64,-63,-202,-104,-113,-37
-18,7,-8,-10,-14,2,-73,-131,-90,-7
-29,-47,-17,-26,-9,28,13,-10,-225,0
-34,-20,-8,0,-2,35,72,70,-58,-27
-3,5,1,1,8,7,36,49,21,-20
22,73,41,51,63,57,93,73,219,-12
44,63,64,77,79,30,7,-5,37,33
61,74,81,77,67,9,22,-75,104,73
22,-14,17,-6,3,-39,-8,44,-135,64
-30,0,14,3,-20,10,130,155,256,31
-39,-33,-19,-15,-36,-16,89,119,348,-34
-33,-34,-36,-51,-40,-9,36,-7,163,-59
-2,-21,-60,-91,-44,-6,-115,-123,-271,-78
46,27,-37,-55,-48,-58,-181,-94,-512,-41
68,86,38,41,36,-7,-105,-34,-222,10
33,38,50,46,69,34,-57,9,-206,19
-6,11,22,21,21,42,31,27,-70,-29
-30,-47,-36,-37,-48,-43,-39,-30,-248,-60
-46,-24,-43,-44,-66,-49,-30,-4,39,13
-14,-16,-44,-28,-39,-44,-35,60,256,77
-14,-20,-6,21,14,25,83,70,373,74
-33,-81,-48,-25,-18,-7,92,36,184,-30
-12,-20,-14,-16,-16,1,148,48,183,-68
5,-18,-13,-23,-20,6,113,111,-32,-7
14,17,18,19,0,28,59,34,13,12
43,12,27,29,11,-32,-172,-128,-141,10
91,59,82,77,54,-20,-228,-179,53,63
48,2,39,28,22,-53,-192,-127,-34,55
-22,-4,9,-11,-14,-39,-90,-116,29,-17
-39,-8,-7,-28,-24,-14,-39,-45,-138,-58
-43,4,0,2,-4,25,111,59,27,-29
-34,-21,-18,-17,-4,0,43,92,-20,-6
-7,26,21,-4,8,25,69,123,62,-14
10,26,23,-10,21,25,37,110,-37,-39
-26,-11,1,-16,-5,11,62,125,89,-41
-77,-102,-82,-78,-67,-62,12,152,-74,-54
-49,-63,-53,-33,-26,-20,32,158,26,-4
-4,-28,-34,0,-1,7,-4,160,-20,31
17,30,27,60,42,65,64,125,117,60
35,19,26,40,35,23,-26,16,-10,42
39,28,33,59,37,19,-71,-311,28,24
39,2,-8,17,28,-11,-100,-567,-122,0
47,31,-12,0,0,-12,-8,-392,-3,-11
29,-6,-25,-36,-26,-14,28,45,-130,-6
0,-4,15,-1,0,26,110,260,-93,39
-24,2,-2,-16,-14,-17,6,185,-39,19
-12,39,22,26,17,15,25,69,160,-4
21,25,27,39,36,26,14,-74,-15,3
38,40,66,65,62,62,72,-189,0,39
25,-19,26,14,16,9,-40,-182,-173,61
3,2,3,-8,-22,1,-58,-121,120,0
-19,-35,-42,-47,-32,-16,-28,-57,-12,-41
-27,-29,-42,-45,-15,0,136,76,54,-30
-21,-57,-41,-72,-36,-33,69,146,-151,-33
3,4,11,-24,-12,-28,65,81,13,-27
11,4,8,4,-9,-48,-9,38,-66,-10
-13,13,39,59,26,2,-50,139,75,28
-71,-57,8,26,27,12,-76,123,1,17
-92,-28,-22,-15,-15,22,-3,9,172,-17
-43,0,-62,-59,-61,-14,-57,-81,24,-37
26,76,-16,-5,-29,7,-44,-101,61,-29
76,46,11,10,-5,-38,-75,-81,-134,7
69,35,40,59,34,-9,-25,-50,30,46
28,-3,27,33,33,-4,-72,23,26,51
0,-5,29,37,39,55,101,172,199,28
-13,-41,-11,5,19,47,124,213,-8,-14
-24,-18,-9,3,-2,28,117,59,27,-32
-27,-37,-35,-42,-46,-47,1,-99,-134,-47
-14,6,-23,-35,-54,-50,-41,-185,-59,-36
-1,-21,-30,-48,-24,-20,-94,-140,-219,-20
-3,-11,-16,-28,22,47,-13,29,104,-23
21,-22,6,-24,19,-12,-97,80,0,23
45,15,34,9,11,-10,-78,39,56,69
15,-7,11,-2,-14,-6,8,57,6,26
-16,16,11,54,6,45,102,175,78,-11
-43,-28,-41,67,-20,-19,59,99,-111,-23
-58,-27,-43,49,-29,-34,55,-17,-105,-9
-35,5,-51,-58,-27,-47,-45,-21,-47,-26
-8,71,9,-68,-18,-13,-50,-4,153,-17
-9,11,45,-37,-15,-25,-90,103,19,-15
-7,3,122,48,22,9,-56,163,7,3
-24,-56,78,-27,-13,-31,-62,51,-265,10
-16,-29,-57,-75,-31,-22,12,-68,25,-32
40,-6,-176,-41,-14,0,51,-108,127,-15
69,12,-96,1,11,46,180,-14,172,-18
80,33,31,75,54,71,197,105,-79,18
80,103,125,184,118,108,118,65,-22,75
51,83,90,158,87,54,-54,-2,-50,81
-3,39,18,51,24,-5,23,-204,102,50
-50,-39,-50,-119,-41,-84,-8,-353,-112,-15
-46,-13,0,-65,-40,-67,-239,-512,-120,-51
0,12,25,-3,0,-50,-391,-421,-120,-51
52,64,52,46,37,20,-178,-35,34,-11
11,-19,-27,-25,-25,-15,-12,464,18,-15
-58,-61,-42,-39,-55,3,122,587,168,34
-49,-72,-34,-40,-38,-1,160,327,99,27
-15,8,12,25,19,36,183,-70,230,-5
-24,-9,5,4,4,-3,-2,-405,-26,-3
-18,10,35,21,15,17,-66,-397,-8,12
-5,-4,50,23,38,31,-42,-273,-234,14
1,8,53,35,54,52,-21,-189,-205,28
122,21,-16,-37,-29,-26,-22,210,-93,5
15,40,45,48,34,57,115,168,187,39
-29,-63,-11,-13,-5,-24,-56,-34,-174,2
4,-7,23,27,4,-4,-52,-105,56,0
11,-1,17,44,18,17,-23,3,10,5
-8,17,30,59,47,57,59,-16,103,28
-32,-27,-10,0,11,1,35,-42,-79,-1
-64,-76,-23,-28,-14,3,152,19,-96,-24
-59,-68,-65,-89,-59,-54,-1,9,-98,-66
-25,34,-27,-62,-45,-45,-75,21,158,-78
3,41,-18,-26,-24,-32,-64,74,21,-50
34,65,22,22,4,11,43,149,99,5
77,-11,12,22,-8,-7,62,180,-111,90
81,8,6,22,-10,-10,64,59,97,67
65,0,-25,-20,-10,-27,-91,-100,16,-23
29,19,12,8,10,9,-36,-78,53,-50
-42,-17,26,18,14,-23,-53,-28,-124,-81
-130,-37,30,18,16,-6,11,-88,-58,-99
-138,-111,-53,-71,-46,-47,-5,-115,-100,-49
-79,-63,-66,-58,-49,7,154,24,154,29
-23,-14,-25,-26,-8,11,113,179,-23,4
16,34,40,19,23,28,26,232,-102,25
67,39,24,11,12,-17,-203,198,-73,88
107,102,55,65,67,38,-147,154,391,149
89,66,46,50,68,45,-17,-31,289,87
39,36,33,34,32,34,99,-161,198,0
-25,-43,-37,-34,-23,-5,127,-128,-173,-82
-31,-39,-30,-27,-35,2,76,-77,-109,-70
-1,-12,-12,-26,-39,-56,-147,24,-47,-3
23,27,16,0,-15,-32,-110,85,91,27
18,3,0,-18,-6,-16,-21,87,-40,18
0,14,4,-5,18,18,110,15,55,22
-23,-27,-33,-38,-13,-19,86,-86,-73,-14
-15,0,-21,-12,-7,-7,82,-30,3,-36
-8,-6,-27,-26,-31,-34,-29,19,-91,-19
-21,0,-33,-25,-33,-23,-25,26,105,15
-11,-30,-43,-42,-27,-25,-87,-15,-12,4
3,16,-11,3,13,38,10,21,40,-7
6,-6,-16,0,12,23,2,52,-138,-5
13,14,2,18,11,31,91,216,33,-7
12,-25,-22,-1,6,33,95,340,-24,-13
1,-6,-14,11,13,62,123,204,66,0
26,-10,-10,-3,-11,1,-44,-54,-108,-1
40,63,73,58,24,-9,-121,-330,9,-19
1,24,90,75,45,-33,-208,-462,-165,-32
-12,12,75,82,38,-7,-228,-447,-142,-5
7,-15,8,14,1,-43,-173,-267,-126,32
-5,1,-2,0,1,-21,65,62,272,48
-16,-20,-35,-34,-12,-13,103,210,115,39
-35,-2,-30,-28,-10,26,167,156,38,0
-39,-15,-43,-54,-16,4,89,121,-21,4
-3,33,13,-4,20,32,67,55,215,25
25,38,30,6,15,15,15,23,10,33
2,18,23,21,2,29,85,136,-64,9
-21,-24,-22,-23,-16,-24,19,126,-180,-32
-33,24,-8,3,-11,-26,-6,57,139,-31
-58,-15,-17,3,0,-20,-64,-1,4,-29
-51,-7,-8,4,3,0,-30,-43,25,-45
7,-42,-36,-39,-32,-42,29,9,-127,-39
35,-15,-14,-11,-19,-8,164,98,70,-9
55,-30,-36,-31,-21,-21,137,189,-42,2
22,-13,-36,-27,-17,-2,98,212,34,-19
7,-31,-33,-34,-25,-46,-101,52,-93,-27
60,29,15,21,3,-16,-115,-117,65,29
112,27,21,28,7,-29,-185,-268,-19,87
68,35,55,61,51,32,-157,-339,16,101
28,11,40,30,52,35,-120,-319,-196,36
5,44,34,19,37,46,60,-169,-23,-57
0,8,0,-1,7,8,50,29,-148,-60
-11,-2,13,25,-6,4,55,194,-46,-13
-50,-70,-12,-7,-25,-6,-26,194,-278,22
-96,-81,-40,-20,-21,17,8,53,96,33
-87,-82,-109,-78,-50,-17,24,-20,346,19
-38,0,-76,-48,-29,6,153,-30,380,15
9,16,-33,-33,-26,-27,-6,-47,68,-22
24,46,37,25,-1,10,-19,83,131,-14
17,31,51,30,9,17,43,203,-127,3
31,63,59,46,56,69,130,195,93,32
-15,0,11,-11,17,19,31,25,-50,14
-42,12,18,10,9,-12,-1,-95,14,-8
-33,-21,-1,-3,-8,-39,-129,-115,-205,-6
-56,19,14,28,17,15,-123,-77,14,-12
-97,-1,2,23,9,17,-31,36,75,-20
-104,7,31,40,27,37,108,95,112,-86
-6,-48,10,-2,19,10,49,48,-119,-86
177,-33,-17,-21,-8,-1,-44,-40,-2,0
280,-31,-78,-74,-64,-39,-91,-154,-146,2
160,9,-45,-45,-63,-39,16,-145,-32,14
21,-9,-29,-34,-54,-64,-56,-25,-168,65
-65,13,11,10,-10,-7,25,27,-77,19
-117,10,9,15,13,-11,-36,14,-16,-48
-88,8,17,26,29,11,-40,43,196,3
-12,-12,9,30,30,22,-71,40,30,38
8,5,24,52,33,54,38,-12,-119,22
-17,-12,-32,-19,-5,2,43,-11,-133,-8
-23,-2,-31,-26,-13,13,66,-28,242,-9
-20,-25,-30,-36,-21,-19,-8,-91,88,-43
-7,-4,-10,-4,-17,16,48,-2,106,-1
25,-32,-50,-54,-41,-2,46,175,81,68
60,28,-3,-13,-15,27,153,230,135,47
77,18,-13,-16,-19,-4,100,180,-75,38
54,6,-8,-3,-7,13,141,97,-36,30
14,-19,-5,-6,0,-9,-45,-138,-120,-7
17,77,82,53,20,-46,-258,-309,-33,-45
-27,124,159,109,68,-42,-292,-249,-238,-77
-165,37,125,103,81,34,-50,-95,-77,-74
-179,-99,-34,-26,-1,21,102,69,133,-17
-90,-73,-89,-68,-27,54,220,122,311,8
-80,-119,-135,-114,-72,-20,70,89,38,-41
-77,-105,-109,-96,-92,-79,-9,145,-19,-55
-48,-66,-50,-58,-70,-101,-137,207,-183,-25
27,46,37,27,11,-42,-183,297,164,40
110,67,58,39,24,-38,-154,364,127,93
144,126,95,66,50,35,64,156,128,68
163,57,64,55,60,86,104,-247,-297,31
161,53,53,75,87,126,148,-547,-151,31
119,19,1,43,43,40,62,-550,-154,-9
68,19,-24,11,-18,-16,-15,-307,-69,-21
29,25,0,-8,-26,-38,-101,-196,-190,13
2,47,55,38,34,15,-28,-62,121,65
20,-5,12,16,40,17,50,141,236,114
3,-21,-13,-6,18,19,148,219,357,113
-48,-52,-26,-37,-25,-38,0,132,-92,-45
-38,-3,-13,-35,-43,-51,-102,-28,-295,-141
-48,-50,-37,-44,-49,-42,-125,-47,-563,-79
-70,-20,-11,-2,-20,23,23,28,-357,-9
-139,-36,27,32,4,5,-9,30,-330,-44
-194,-46,40,60,30,23,16,54,96,-48
-126,-54,-40,-36,-16,-26,-49,116,638,18
-26,45,-6,-23,-4,-1,0,99,1024,41
-27,18,8,3,27,15,27,37,343,-83
-1,2,1,17,36,48,88,9,-64,-113
66,-19,-36,-29,-11,14,11,-29,-381,-43
52,27,-13,-12,-15,15,13,-67,-118,-8
33,21,-18,-24,-33,-27,-38,-77,-172,2
25,48,16,17,-1,19,5,-70,-87,28
-12,-33,-12,-22,-28,-12,4,-18,-371,19
-33,-29,3,-27,-26,-19,68,156,-153,-7
49,15,-6,-25,-15,-10,26,358,118,-9
143,77,11,16,14,29,51,294,343,89
111,46,-18,-25,-16,-37,-21,79,240,117
43,-9,-45,-28,-17,13,101,-26,307,113
-23,-62,-72,-34,-1,5,9,-236,127,79
-63,-30,-24,23,20,16,-25,-339,79,15
-23,-8,1,23,5,9,-154,-123,-174,-16
9,45,72,70,42,17,-176,126,-77,-2
-78,-18,93,93,83,33,-67,266,-143,-95
-104,-24,27,52,62,67,208,275,0,-148
-28,-47,-95,-72,-38,0,370,101,-277,-88
27,-92,-152,-109,-104,-35,164,-134,-278,44
117,-29,-83,-100,-104,-98,-334,-347,5,132
110,126,79,22,-24,-38,-289,-462,206,28
73,140,125,31,4,-39,-109,-397,-85,-56
71,136,140,35,12,-38,-36,-159,-56,-20
15,21,67,7,-18,-71,-115,63,-153,31
1,-5,16,35,4,-33,-68,90,102,21
-102,-44,14,59,57,8,0,156,75,-64
-135,-119,-68,8,72,133,262,275,392,32
-19,-90,-146,-92,-10,74,242,177,244,31
73,36,-54,-44,-25,20,97,-10,58,-2
15,56,24,-2,-1,-26,-76,-86,-146,-31
-166,-47,46,39,36,17,57,5,23,-67
-180,-153,-31,-8,-11,-21,55,128,44,-8
-7,28,37,44,3,5,97,143,323,42
161,178,51,21,-9,-4,3,76,165,30
167,172,82,31,6,-43,-111,-78,-222,-42
42,18,63,14,16,-88,-185,-87,-582,-74
-77,-141,-26,-35,6,-23,-58,75,-536,25
-93,-115,-53,-33,7,33,101,86,-187,42
-145,-71,-53,-33,-17,-28,64,-39,-226,-115
-151,-17,33,44,15,-54,29,-92,279,-106
-24,-35,32,47,39,6,-64,-66,160,15
30,-10,0,26,50,81,87,-75,257,20
53,-14,-40,-23,1,90,132,46,363,45
96,31,11,-17,-24,143,169,120,131,48
69,3,13,-35,-50,53,55,80,-645,-9
3,18,-9,-26,-43,-20,-114,38,-463,15
18,-2,-81,-81,-43,-92,-212,-24,96,159
44,31,-80,-68,-32,-67,16,-26,528,181
80,26,-52,-45,-3,-80,-46,92,545,63
61,-3,-3,40,66,36,-73,188,477,19
-26,-19,47,62,67,61,-203,-139,-118,-99
45,113,88,38,9,11,-230,-244,-108,-74
106,141,78,12,-22,-54,20,-58,-274,-13
5,104,98,57,6,-51,80,-51,-186,-41
-127,-43,62,44,0,-55,-120,-137,-245,-68
-68,-20,13,8,-15,-12,-3,-121,-5,-57
24,-23,-48,-36,-11,-7,30,-69,-120,-18
12,-48,-45,-6,38,66,82,-36,-153,8
-88,-128,-72,-22,14,48,108,11,-342,-23
-143,-123,-80,-38,-26,29,288,288,176,63
-63,-44,-56,-21,-12,21,274,318,443,74
14,70,69,68,59,61,99,129,660,7
63,12,43,10,0,-85,-279,21,150,-19
137,10,-28,-18,1,-37,-293,-55,124,97
179,57,-31,-35,-1,-3,-296,-214,-21,134
90,147,70,2,-49,-22,-254,-301,-129,-13
-100,35,118,28,-53,-37,-84,-290,-650,-199
-145,21,121,70,12,0,36,-168,-305,-155
-26,5,34,32,13,0,26,31,-237,-36
-22,-6,-14,16,12,41,173,154,-115,-51
-24,-46,-72,-36,-1,3,182,161,-20,-27
-17,-57,-74,-40,5,16,169,241,534,108
-14,-72,-52,-12,13,25,79,159,428,165
-30,1,17,48,27,35,70,3,177,57
-30,-7,-4,14,12,0,61,-22,-255,-45
27,28,-20,-13,-24,-27,113,21,-65,-54
69,0,-39,-64,-76,-94,33,72,-142,-17
30,0,-10,-23,-33,8,80,74,-29,-26
-71,-49,-8,-27,3,74,72,53,-114,-69
-40,-8,2,-6,6,60,23,-3,-80,-39
21,-25,-20,-11,-7,-39,-163,-97,-237,15
24,-5,-2,-2,0,-49,-180,-154,-75,77
-9,-61,-34,-38,-5,-39,-156,-144,-96,37
-52,-28,-22,-4,3,7,13,-45,56,-67
-31,-5,-19,12,2,-7,169,169,136,-94
12,49,18,48,39,37,244,186,183,-76
-12,-10,-16,-4,8,25,80,148,-41,-12
-3,-43,-56,-47,-35,-39,62,252,309,99
69,-55,-95,-72,-36,-55,39,242,270,135
161,84,-43,-39,-31,-12,1,-21,299,156
194,169,68,25,-3,-58,-141,-192,64,117
75,161,185,145,113,34,-149,-302,-74,30
-82,18,122,99,90,37,-225,-321,-292,-17
-52,15,58,48,43,68,-111,-272,-93,9
35,-6,-5,-6,15,-20,-81,-168,-294,10
20,-15,1,22,15,-46,-137,-129,-329,-48
-76,-152,-37,31,29,0,-189,-85,-206,0
-74,-35,5,7,4,38,-14,81,55,-17
-68,72,43,-19,-39,-41,54,132,-124,-145
-54,106,14,11,-28,-15,212,240,228,-147
-49,13,-58,-7,14,49,254,290,396,-94
-44,-76,-89,-34,28,110,346,178,15,-42
78,-78,-117,-91,-34,-13,114,3,-451,51
187,24,-55,-76,-63,-154,-229,-100,-415,61
38,36,61,27,0,-85,-233,-294,-252,-29
-187,-90,29,18,14,-21,-256,-378,-59,-120
-175,-74,-8,-4,8,22,38,-42,555,-74
-32,-55,-48,-51,-27,20,196,286,481,-5
28,-3,0,-18,-8,127,321,419,111,70
80,39,-4,-17,-23,53,236,356,-162,130
96,126,65,58,23,69,156,114,-48,121
33,71,51,46,45,58,-108,-170,-1,68
-56,39,49,40,24,27,-297,-282,325,-5
-90,-6,37,28,19,11,-400,-284,251,-79
0,24,47,34,14,-57,-420,-195,394,-32
64,-2,13,-7,-20,-72,-339,-45,346,54
83,-39,-63,-41,-29,12,141,140,87,123
107,-97,-142,-107,-59,9,315,152,-386,105
96,-28,-108,-89,-76,-23,236,112,-295,9
-30,-38,-64,-56,-55,-66,43,57,-247,-117
-104,-23,10,17,-2,-19,92,74,-3,-100
-79,-38,45,46,37,6,110,90,-18,-23
-23,55,79,51,19,10,174,24,112,-28
-129,11,48,-12,-55,-45,122,-20,-147,-123
-72,-11,-3,-52,-44,0,45,30,-44,-32
108,-57,-92,-70,24,76,-43,236,30,120
170,26,-3,21,103,155,-88,194,197,127
